BTUUID
825a4a17-d726-4a1f-bcd4-d355ab12454e,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,2024-07-29T12:29:11.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
d52c1b99-359c-425e-bc9b-528b15ec6116,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,2024-07-29T12:29:12.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
fa9cc007-f62c-481b-bf79-f4924ce88cd1,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,2024-07-29T12:29:13.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
08ce3e7d-84f6-4b81-8e70-2a737bdb13ab,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,2024-07-29T12:29:14.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
fe2e130d-8f30-4705-bbb0-4be207dceb95,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,2024-07-29T12:29:15.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
f915c218-03fe-48f2-b9d6-cb5d0f88219e,C:\Windows\System32\wbem\WmiPrvSE.exe,2024-07-29T12:29:24.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
4f8caa8a-d716-48df-814e-4b47a28c342d,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,2024-07-29T12:30:10.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
09bc7ea2-6cb6-4ab5-b5b6-fc9b1af525ba,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,2024-07-29T12:30:11.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
f1972c96-97e2-4bff-a352-a573bcf47339,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,2024-07-29T12:30:12.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
6e40279a-1e67-4ebb-b04f-2230d943b1a5,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,2024-07-29T12:30:13.000+00:00,WinEventLog:Microsoft-Windows-Sysmon/Operational,5,WinEventLog:SysMon,EC2AMAZ-HVTQL23
